url,favs_lognorm
https://habrahabr.ru/post/314080/,0.42458566930869135
https://habrahabr.ru/company/plesk/blog/313732/,-1.0749051817017796
https://habrahabr.ru/company/etagi/blog/314000/,0.6615111808579195
https://habrahabr.ru/company/knopka/blog/314030/,0.5170934321372956
https://geektimes.ru/company/audiomania/blog/282058/,1.1479563892710005
https://habrahabr.ru/company/pechkin/blog/314066/,0.268497475903797
https://habrahabr.ru/company/first/blog/314106/,0.5393389557269128
https://habrahabr.ru/company/vasexperts/blog/313558/,0.2399191508290563
https://habrahabr.ru/post/314108/,1.6603213489140929
https://habrahabr.ru/company/cbs/blog/313830/,0.24662785834337642
https://habrahabr.ru/company/jugru/blog/313908/,0.2252968789918999
https://habrahabr.ru/post/314110/,0.3605948875446973
https://habrahabr.ru/company/pt/blog/314112/,0.017172581838228024
https://habrahabr.ru/company/solarsecurity/blog/312056/,0.07239867457939611
https://habrahabr.ru/post/314114/,0.7939544334610451
https://habrahabr.ru/post/314118/,1.318315282872036
https://habrahabr.ru/post/314122/,0.5195700400830171
https://geektimes.ru/company/dadget/blog/281786/,0.13110622332989064
https://habrahabr.ru/company/kickidler/blog/314042/,-0.44432411545943357
https://habrahabr.ru/company/it-grad/blog/312042/,-0.11047612332361889
https://habrahabr.ru/company/1cloud/blog/314022/,-0.2472109515376702
https://habrahabr.ru/post/314126/,-0.6550817944810219
https://habrahabr.ru/post/313966/,0.4436630111145292
https://habrahabr.ru/company/piter/blog/314120/,0.45975780366128854
https://geektimes.ru/post/282094/,0.1446270750200317
https://habrahabr.ru/company/regionsoft/blog/314130/,-0.33843966235415024
https://habrahabr.ru/company/ru_mts/blog/314134/,0.36871562830792876
https://habrahabr.ru/post/314028/,0.6552937323646784
https://habrahabr.ru/post/314136/,-0.15070968265994528
https://habrahabr.ru/post/313904/,0.29260613399351393
https://habrahabr.ru/post/314140/,0.5863983240202473
https://habrahabr.ru/company/acronis/blog/309688/,0.0004220834221251857
https://geektimes.ru/post/282096/,-0.40808486385959997
https://habrahabr.ru/post/314142/,0.05909653940753038
https://habrahabr.ru/company/ivideon/blog/314138/,0.19382955558462114
https://geektimes.ru/post/282104/,0.3330610960199536
https://geektimes.ru/post/282102/,-0.2963862062806956
https://geektimes.ru/post/282016/,-0.06601346465938655
https://geektimes.ru/company/piter/blog/282106/,0.325764904468569
https://habrahabr.ru/post/314150/,0.2809527521307417
https://habrahabr.ru/company/mailru/blog/313880/,1.2696341371118935
https://geektimes.ru/company/comfortway/blog/282108/,-0.09395942599339371
https://habrahabr.ru/company/erlyvideo/blog/314146/,-0.18201477775865618
https://geektimes.ru/company/atlasbiomed/blog/282110/,0.30295163228969707
https://habrahabr.ru/company/npl/blog/314160/,0.08518896317482413
https://habrahabr.ru/company/edison/blog/314094/,-0.2244729063845861
https://geektimes.ru/post/282112/,-0.5166280459040122
https://habrahabr.ru/company/ruvds/blog/314166/,0.432385576858485
https://geektimes.ru/company/gearbest/blog/282114/,0.05931123887716658
https://habrahabr.ru/post/314172/,0.8726087412300549
https://geektimes.ru/post/282116/,0.4736163347572534
https://geektimes.ru/company/intel/blog/282026/,0.19435764427268232
https://habrahabr.ru/post/313776/,1.7733159075473033
https://habrahabr.ru/post/314174/,0.23983165376667986
https://geektimes.ru/post/282118/,1.1065419805250836
https://geektimes.ru/post/282122/,0.5821147726029308
https://habrahabr.ru/company/FastVPS/blog/314178/,-0.47973098712041906
https://habrahabr.ru/post/314180/,0.5577200179336286
https://geektimes.ru/post/282446/,0.4344725101973692
https://habrahabr.ru/post/314184/,1.011546846738305
https://habrahabr.ru/post/313954/,-0.6469372458412258
https://habrahabr.ru/post/314186/,0.7906698729953897
https://geektimes.ru/post/282124/,-0.429206475369211
https://habrahabr.ru/post/314190/,-1.1576534090733108
https://geektimes.ru/company/madrobots/blog/282126/,0.5838101180464618
https://habrahabr.ru/post/314188/,-0.03675296595478206
https://geektimes.ru/post/282128/,0.5223522850362445
https://habrahabr.ru/post/314194/,0.47413756890188596
https://geektimes.ru/post/282132/,-1.0040082836330892
https://habrahabr.ru/post/314208/,0.312354433758701
https://habrahabr.ru/post/312352/,0.014141257529657007
https://habrahabr.ru/post/314202/,0.1262190363745446
https://habrahabr.ru/post/314210/,1.1685086843333725
https://geektimes.ru/post/282130/,0.5226739138826095
https://habrahabr.ru/company/centosadmin/blog/314212/,0.03265635446160055
https://habrahabr.ru/post/314116/,0.1315642201619036
https://geektimes.ru/post/282120/,0.39661113944534804
https://habrahabr.ru/post/313392/,0.9525973657453696
