session_id,target
1,0.002210007277413434
2,4.808757088174629e-09
3,1.8728032321746935e-08
4,2.3539941474876024e-08
5,3.1312203950932255e-05
6,0.00021845599195063775
7,0.0005478757974928616
8,0.00013228191184835552
9,0.0007951746598759913
10,0.10313423032333754
11,3.0368336918702045e-05
12,8.644338115174677e-05
13,0.0004376692027783531
14,0.35768704190400874
15,5.020555505436499e-05
16,0.004009041943370834
17,0.015204967924858735
18,3.192393869808236e-05
19,0.0009339824376043332
20,2.7297483102279767e-07
21,0.06233444552430269
22,5.5542737407378447e-08
23,2.8676710077983633e-05
24,0.0003384687206758887
25,0.07178538476846301
26,4.597372435451518e-09
27,0.0006276716557914281
28,3.6903881848184764e-07
29,0.014566455972822717
30,0.00011076854547271513
31,0.013668282535846708
32,0.04383304269688581
33,0.0006207201188040612
34,9.341863972894808e-08
35,0.013393157253326567
36,0.0003265590433196828
37,6.203074334802437e-09
38,1.3748817246796154e-08
39,0.00011076854547271513
40,3.0003253015091602e-05
41,0.0004425907917469611
42,0.0012584904369949154
43,1.8721720597476633e-06
44,1.4061764965099116e-05
45,0.24376773322743295
46,8.73061780188773e-06
47,0.009256553955126194
48,0.000591115319072006
49,2.5104345788166244e-05
50,9.50268402354493e-06
51,1.2409324770569192e-07
52,6.012003128593112e-06
53,0.03574508490818654
54,0.00010332403895311356
55,6.149493091247605e-06
56,0.0018046224939041442
57,1.1777493071271894e-06
58,1.5451698883486963e-05
59,1.5888699747510113e-05
60,6.6377920224691405e-06
61,9.052523697126843e-06
62,0.0013677424971740323
63,1.502008893419151e-05
64,3.216386300562614e-05
65,7.0662003680232086e-06
66,1.1958879523575907e-07
67,0.00019603390954074843
68,0.00015697784435596968
69,0.09147355759147902
70,0.00014672472420304978
71,0.00027200977057166196
72,1.5888699747510113e-05
73,0.030189066700180435
74,4.808757088174629e-09
75,2.887783556101711e-05
76,0.0003600555571959495
77,0.00017102540853599052
78,0.0015259519085696978
79,7.2632564602877985e-06
80,0.00012251498358615068
81,2.3602249494822956e-05
